county_fips,rank,station_id,station_name,distance_km,weight
42091,1,USC00363437,GRATERFORD 1 E,5.066995494698148,0.729793468135291
42091,2,USC00366370,NORRISTOWN,11.50617837173519,0.14152683798097696
42091,3,USC00366927,PHOENIXVILLE 1 E,14.079498676251056,0.09452063391888933
42091,4,USC00366886,PHILA FRANKLIN INST,32.6109758827785,0.017618682028906103
42091,5,USW00094732,NE PHILA AP,33.65718499341999,0.01654037793593656
42093,1,USC00368668,SUNBURY,20.364570802763538,0.47590453122542026
42093,2,USC00367931,SELINSGROVE 2 S,31.96857762660889,0.19311843592483233
42093,3,USW00014778,WILLIAMSPORT RGNL AP,32.0406018225315,0.1922511883700408
42093,4,USC00364815,LAPORTE,46.11154174087059,0.09282203308752374
42093,5,USC00365109,LOCK HAVEN SEWAGE PLT,65.57084919291026,0.045903811392182796
42095,1,USC00286979,PHILLIPSBURG-EASTON BRG,11.064648473619236,0.4600146082185079
42095,2,USW00014737,ALLENTOWN LEHIGH VLY INTL AP,16.47398777591078,0.20751494819044508
42095,3,USC00368400,SPRINGTOWN 1 NNE,20.354200270916046,0.13593734340504157
42095,4,USC00280734,BELVIDERE BRG,20.694447876004304,0.13150406478488835
42095,5,USC00361080,BUCKSVILLE,29.42861182573635,0.06502903540111708
42097,1,USC00368668,SUNBURY,5.735790810372128,0.847416615823314
42097,2,USC00367931,SELINSGROVE 2 S,14.870083873172312,0.1260830617878402
42097,3,USW00014778,WILLIAMSPORT RGNL AP,47.02526672517423,0.012607269824259497
42097,4,USC00364896,LEBANON 2 W,60.90819506580513,0.0075150543010058845
42097,5,USC00364815,LAPORTE,66.11493771027277,0.00637799826358068
42099,1,USC00361920,CARLISLE WTP,20.205113799714443,0.4943286758349722
42099,2,USC00364992,LEWISTOWN,33.10370482908069,0.18415571634703007
42099,3,USW00014751,HARRISBURG CAPITAL CITY AP,40.162420970669096,0.12511190537190117
42099,4,USC00368073,SHIPPENSBURG,43.431567678655256,0.10698610947505248
42099,5,USW00014711,MIDDLETOWN HARRISBURG INTL AP,47.50701196643776,0.08941759297104415
42103,1,USC00306774,PORT JERVIS,29.31001960184804,0.29265325225731736
42103,2,USC00288644,SUSSEX 1 NW,36.31690501456204,0.19061975730342043
42103,3,USC00368596,E STROUDSBURG,37.603866521156625,0.1777954193064074
42103,4,USC00367186,PROMPTON DAM,38.404139839537144,0.17046274894558663
42103,5,USC00365738,MILANVILLE,38.630739024172094,0.1684688221872681
42105,1,USC00367103,PORT ALLEGANY,33.40811670462618,0.27979742828234966
42105,2,USC00368469,STEVENSON DAM,39.688146296972334,0.19825588002397213
42105,3,USC00309072,WELLSVILLE,41.22226500647436,0.18377397315388116
42105,4,USC00369408,WELLSBORO 4 SW,42.43690301125144,0.17340449150493153
42105,5,USC00360147,ALVIN R BUSH DAM,43.53485667699678,0.16476822703486563
42107,1,USC00363632,HAMBURG,25.52605711005103,0.4261523077383083
42107,2,USC00360785,BLUE MARSH LAKE,39.389771079230265,0.17896388709389321
42107,3,USW00014712,READING RGNL AP,42.74452314595554,0.1519747244923952
42107,4,USC00364896,LEBANON 2 W,45.669532454037586,0.1331309977178144
42107,5,USC00368668,SUNBURY,50.29309210762935,0.10977808295758892
42109,1,USC00367931,SELINSGROVE 2 S,18.060239337034904,0.5554307240824313
42109,2,USC00368668,SUNBURY,27.915921215101466,0.23247324305295802
42109,3,USC00364992,LEWISTOWN,45.872811924097135,0.08609267007523284
42109,4,USC00365109,LOCK HAVEN SEWAGE PLT,51.76843436863388,0.06760002249676811
42109,5,USW00014778,WILLIAMSPORT RGNL AP,55.695435955803795,0.05840334029260969
42111,1,USC00361705,CONFLUENCE 1 SW DAM,35.21710574521666,0.24738691695281417
42111,2,USC00362183,DONEGAL 2 NW,35.9944742113989,0.23681673163915734
42111,3,USC00183415,FROSTBURG 2,36.62004536796314,0.22879487656205286
42111,4,USC00182282,CUMBERLAND 2,44.33442532354443,0.15609963380999348
42111,5,USC00361726,CONNELLSVILLE 2 SSW,48.41379737368838,0.13090184103598218
42113,1,USC00364815,LAPORTE,2.3487806139501335,0.986813612561402
42113,2,USC00368905,TOWANDA 1 S,35.1386262568783,0.004409105408624834
42113,3,USC00361212,CANTON,36.519255047674584,0.004082030257323692
42113,4,USW00014778,WILLIAMSPORT RGNL AP,40.58776637000555,0.003304682460903843
42113,5,USC00309047,WAVERLY,62.56964619013953,0.0013905693117457197
42115,1,USC00367029,PLEASANT MT 1 W,30.725522447808185,0.3928954937685738
42115,2,USW00004725,BINGHAMTON,44.9017607186332,0.18397078347624113
42115,3,USC00367186,PROMPTON DAM,46.745637304409,0.1697436083769428
42115,4,USC00368905,TOWANDA 1 S,53.78338539397485,0.128226955071476
42115,5,USW00014777,WILKES-BARRE/SCRANTON INTL AP,54.437671644427574,0.1251631593067663
42117,1,USC00369408,WELLSBORO 4 SW,13.07597692081796,0.4840650135681921
42117,2,USC00368868,TIOGA HAMMOND DAM,17.39024460413782,0.27367845157073994
42117,3,USC00361838,COWANESQUE DAM,26.235766183408604,0.12024429539095692
42117,4,USC00361212,CANTON,36.43237785909085,0.062355813601105765
42117,5,USC00300023,ADDISON,37.24752132501876,0.05965642586900529
42119,1,USC00367931,SELINSGROVE 2 S,25.728860950755838,0.3070497060618982
42119,2,USC00368668,SUNBURY,25.853475130746254,0.3040968702357673
42119,3,USW00014778,WILLIAMSPORT RGNL AP,33.18716186723755,0.18454810011039846
42119,4,USC00365109,LOCK HAVEN SEWAGE PLT,37.04473959102002,0.14811420548448312
42119,5,USC00364992,LEWISTOWN,60.14382793524787,0.05619111810745298
42121,1,USC00363028,FRANKLIN,5.403943227777068,0.8965995169401199
42121,2,USC00368888,TITUSVILLE WTR WKS,26.32338831205763,0.0377864833365768
42121,3,USC00368873,TIONESTA 2 SE LAKE,28.264854646059643,0.03277378069626701
42121,4,USC00361485,CLARION 3 SW,36.00389984734079,0.020198585929956762
42121,5,USC00368184,SLIPPERY ROCK 1 SSW,45.5101678572174,0.01264163309707938
42123,1,USC00369298,WARREN,12.402118315841133,0.7101565708317412
42123,2,USC00304207,JAMESTOWN 4 ENE,32.73900258033346,0.10190956829384293
42123,3,USC00368888,TITUSVILLE WTR WKS,39.80459508688408,0.06894129378704379
42123,4,USC00368873,TIONESTA 2 SE LAKE,41.2846429729559,0.06408682906265505
42123,5,USC00364432,KANE 1NNE,44.602998760599256,0.05490573802471718
